iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value_raw,value_flag,value,source
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Female,0 to 17 years,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Female,18 years or over,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Male,0 to 17 years,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Male,18 years or over,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Other,0 to 17 years,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Other,18 years or over,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,0 to 17 years,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,18 years or over,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,Total,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Unknown,Unknown,2019,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Female,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Female,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Male,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Male,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Afghani,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Australians,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Burundean,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Cambodian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Chinese,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Colombian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Ethiopian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Fijian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Filippino,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Ghanean,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Indian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Indonesian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Iranian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Iraq,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Jordanian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Kuwait,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Lebanese,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Malaysian,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,MyanMar,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Nepalese,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Nigerians,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Pakistani,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Saudi,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Singaporean,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,South African,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,South Sudan,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Sri Lankan,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Sudanese,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Taiwan,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Thai,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Turkish,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,USA,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,United Kingdom,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Vietnamese,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Yemeni,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Offences of trafficking in persons,Total,Total,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons brought into formal contact,Total,Total,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Unknown,Unknown,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,by form of exploitation,Forced labour,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Female,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Female,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Male,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Male,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Other,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Other,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,0 to 17 years,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,18 years or over,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,Total,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Unknown,Unknown,2020,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Female,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Male,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Australians,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Offences of trafficking in persons,Total,Total,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons brought into formal contact,Total,Total,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,0 to 17 years,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,18 years or over,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Unknown,Unknown,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,by form of exploitation,Forced labour,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons prosecuted,Total,Total,Total,Total,2021,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Female,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Male,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,Total,Total,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by citizenship,Australians,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Offences of trafficking in persons,Total,Total,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons brought into formal contact,Total,Total,Total,Total,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Female,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Male,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,0 to 17 years,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
AUS,Australia,Oceania,Australia and New Zealand,Persons convicted,Total,Total,Other,18 years or over,2022,Unit of measurement,txtVALUE,,0.0,GLOTIP
